Date,Start Time (Sask),Start Time (ET),Visitor,Score,Home,Score,Status
2026-03-28,3:00 PM,5:00 PM,Minnesota Wild,,Boston Bruins,,Scheduled
2026-03-28,3:00 PM,5:00 PM,Dallas Stars,,Pittsburgh Penguins,,Scheduled
2026-03-28,3:00 PM,5:00 PM,New Jersey Devils,,Carolina Hurricanes,,Scheduled
2026-03-28,3:00 PM,5:00 PM,San Jose Sharks,,Columbus Blue Jackets,,Scheduled
2026-03-28,3:30 PM,5:30 PM,Seattle Kraken,,Buffalo Sabres,,Scheduled
2026-03-28,5:00 PM,7:00 PM,Toronto Maple Leafs,,St. Louis Blues,,Scheduled
2026-03-28,5:00 PM,7:00 PM,Montreal Canadiens,,Nashville Predators,,Scheduled
2026-03-28,5:00 PM,7:00 PM,Winnipeg Jets,,Colorado Avalanche,,Scheduled
2026-03-28,6:00 PM,8:00 PM,Philadelphia Flyers,,Detroit Red Wings,,Scheduled
2026-03-28,7:00 PM,9:00 PM,Utah Mammoth,,Los Angeles Kings,,Scheduled
2026-03-28,8:00 PM,10:00 PM,Vancouver Canucks,,Calgary Flames,,Scheduled
2026-03-28,8:30 PM,10:30 PM,Washington Capitals,,Vegas Golden Knights,,Scheduled
2026-03-29,11:00 AM,1:00 PM,Florida Panthers,,New York Rangers,,Scheduled
2026-03-29,3:00 PM,5:00 PM,Nashville Predators,,Tampa Bay Lightning,,Scheduled
2026-03-29,3:00 PM,5:00 PM,Montreal Canadiens,,Carolina Hurricanes,,Scheduled
2026-03-29,3:00 PM,5:00 PM,Boston Bruins,,Columbus Blue Jackets,,Scheduled
2026-03-29,5:00 PM,7:00 PM,Chicago Blackhawks,,New Jersey Devils,,Scheduled
2026-03-29,5:00 PM,7:00 PM,Dallas Stars,,Philadelphia Flyers,,Scheduled
2026-03-30,5:00 PM,7:00 PM,Pittsburgh Penguins,,New York Islanders,,Scheduled
2026-03-30,6:30 PM,8:30 PM,Calgary Flames,,Colorado Avalanche,,Scheduled
2026-03-30,8:00 PM,10:00 PM,Vancouver Canucks,,Vegas Golden Knights,,Scheduled
2026-03-30,8:00 PM,10:00 PM,Toronto Maple Leafs,,Anaheim Ducks,,Scheduled
2026-03-30,8:00 PM,10:00 PM,St. Louis Blues,,San Jose Sharks,,Scheduled
2026-03-31,5:00 PM,7:00 PM,Dallas Stars,,Boston Bruins,,Scheduled
2026-03-31,5:00 PM,7:00 PM,New York Islanders,,Buffalo Sabres,,Scheduled
2026-03-31,5:00 PM,7:00 PM,Montreal Canadiens,,Tampa Bay Lightning,,Scheduled
2026-03-31,5:00 PM,7:00 PM,Ottawa Senators,,Florida Panthers,,Scheduled
2026-03-31,5:00 PM,7:00 PM,New Jersey Devils,,New York Rangers,,Scheduled
2026-03-31,5:00 PM,7:00 PM,Detroit Red Wings,,Pittsburgh Penguins,,Scheduled
2026-03-31,5:00 PM,7:00 PM,Philadelphia Flyers,,Washington Capitals,,Scheduled
2026-03-31,5:00 PM,7:00 PM,Carolina Hurricanes,,Columbus Blue Jackets,,Scheduled
2026-03-31,6:30 PM,8:30 PM,Winnipeg Jets,,Chicago Blackhawks,,Scheduled
2026-03-31,7:00 PM,9:00 PM,Seattle Kraken,,Edmonton Oilers,,Scheduled
2026-04-01,6:30 PM,8:30 PM,Vancouver Canucks,,Colorado Avalanche,,Scheduled
2026-04-01,7:00 PM,9:00 PM,St. Louis Blues,,Los Angeles Kings,,Scheduled
2026-04-01,8:00 PM,10:00 PM,Anaheim Ducks,,San Jose Sharks,,Scheduled
2026-04-02,5:00 PM,7:00 PM,Buffalo Sabres,,Ottawa Senators,,Scheduled
2026-04-02,5:00 PM,7:00 PM,Pittsburgh Penguins,,Tampa Bay Lightning,,Scheduled
2026-04-02,5:00 PM,7:00 PM,Boston Bruins,,Florida Panthers,,Scheduled
2026-04-02,5:00 PM,7:00 PM,Washington Capitals,,New Jersey Devils,,Scheduled
2026-04-02,5:00 PM,7:00 PM,Montreal Canadiens,,New York Rangers,,Scheduled
2026-04-02,5:00 PM,7:00 PM,Detroit Red Wings,,Philadelphia Flyers,,Scheduled
2026-04-02,5:00 PM,7:00 PM,Columbus Blue Jackets,,Carolina Hurricanes,,Scheduled
2026-04-02,6:00 PM,8:00 PM,Winnipeg Jets,,Dallas Stars,,Scheduled
2026-04-02,6:00 PM,8:00 PM,Vancouver Canucks,,Minnesota Wild,,Scheduled
2026-04-02,7:00 PM,9:00 PM,Chicago Blackhawks,,Edmonton Oilers,,Scheduled
2026-04-02,8:00 PM,10:00 PM,Calgary Flames,,Vegas Golden Knights,,Scheduled
2026-04-02,8:00 PM,10:00 PM,Toronto Maple Leafs,,San Jose Sharks,,Scheduled
2026-04-02,8:00 PM,10:00 PM,Utah Mammoth,,Seattle Kraken,,Scheduled
2026-04-02,8:30 PM,10:30 PM,Nashville Predators,,Los Angeles Kings,,Scheduled
2026-04-03,5:00 PM,7:00 PM,Philadelphia Flyers,,New York Islanders,,Scheduled
2026-04-03,8:00 PM,10:00 PM,St. Louis Blues,,Anaheim Ducks,,Scheduled
2026-04-04,10:30 AM,12:30 PM,Detroit Red Wings,,New York Rangers,,Scheduled
2026-04-04,11:00 AM,1:00 PM,Minnesota Wild,,Ottawa Senators,,Scheduled
2026-04-04,1:00 PM,3:00 PM,Colorado Avalanche,,Dallas Stars,,Scheduled
2026-04-04,3:00 PM,5:00 PM,Boston Bruins,,Tampa Bay Lightning,,Scheduled
2026-04-04,3:00 PM,5:00 PM,Florida Panthers,,Pittsburgh Penguins,,Scheduled
2026-04-04,5:00 PM,7:00 PM,Montreal Canadiens,,New Jersey Devils,,Scheduled
2026-04-04,5:00 PM,7:00 PM,Buffalo Sabres,,Washington Capitals,,Scheduled
2026-04-04,5:00 PM,7:00 PM,New York Islanders,,Carolina Hurricanes,,Scheduled
2026-04-04,5:00 PM,7:00 PM,Winnipeg Jets,,Columbus Blue Jackets,,Scheduled
2026-04-04,5:00 PM,7:00 PM,Utah Mammoth,,Vancouver Canucks,,Scheduled
2026-04-04,5:00 PM,7:00 PM,Toronto Maple Leafs,,Los Angeles Kings,,Scheduled
2026-04-04,8:00 PM,10:00 PM,Vegas Golden Knights,,Edmonton Oilers,,Scheduled
2026-04-04,8:00 PM,10:00 PM,Calgary Flames,,Anaheim Ducks,,Scheduled
2026-04-04,8:00 PM,10:00 PM,Nashville Predators,,San Jose Sharks,,Scheduled
2026-04-04,8:00 PM,10:00 PM,Chicago Blackhawks,,Seattle Kraken,,Scheduled
2026-04-05,11:00 AM,1:00 PM,Minnesota Wild,,Detroit Red Wings,,Scheduled
2026-04-05,1:00 PM,3:00 PM,Florida Panthers,,Pittsburgh Penguins,,Scheduled
2026-04-05,1:30 PM,3:30 PM,Boston Bruins,,Philadelphia Flyers,,Scheduled
2026-04-05,3:00 PM,5:00 PM,Carolina Hurricanes,,Ottawa Senators,,Scheduled
2026-04-05,5:00 PM,7:00 PM,New Jersey Devils,,Montreal Canadiens,,Scheduled
2026-04-05,5:00 PM,7:00 PM,Washington Capitals,,New York Rangers,,Scheduled
2026-04-05,7:30 PM,9:30 PM,St. Louis Blues,,Colorado Avalanche,,Scheduled
2026-04-06,5:00 PM,7:00 PM,Tampa Bay Lightning,,Buffalo Sabres,,Scheduled
2026-04-06,5:30 PM,7:30 PM,Seattle Kraken,,Winnipeg Jets,,Scheduled
2026-04-06,8:00 PM,10:00 PM,Chicago Blackhawks,,San Jose Sharks,,Scheduled
2026-04-06,8:30 PM,10:30 PM,Nashville Predators,,Los Angeles Kings,,Scheduled
2026-04-07,5:00 PM,7:00 PM,Florida Panthers,,Montreal Canadiens,,Scheduled
2026-04-07,5:00 PM,7:00 PM,Tampa Bay Lightning,,Ottawa Senators,,Scheduled
2026-04-07,5:00 PM,7:00 PM,Columbus Blue Jackets,,Detroit Red Wings,,Scheduled
2026-04-07,5:00 PM,7:00 PM,Philadelphia Flyers,,New Jersey Devils,,Scheduled
2026-04-07,5:00 PM,7:00 PM,Boston Bruins,,Carolina Hurricanes,,Scheduled
2026-04-07,6:00 PM,8:00 PM,Colorado Avalanche,,St. Louis Blues,,Scheduled
2026-04-07,6:00 PM,8:00 PM,Calgary Flames,,Dallas Stars,,Scheduled
2026-04-07,6:00 PM,8:00 PM,Seattle Kraken,,Minnesota Wild,,Scheduled
2026-04-07,7:30 PM,9:30 PM,Edmonton Oilers,,Utah Mammoth,,Scheduled
2026-04-07,8:00 PM,10:00 PM,Vegas Golden Knights,,Vancouver Canucks,,Scheduled
2026-04-07,8:00 PM,10:00 PM,Nashville Predators,,Anaheim Ducks,,Scheduled
2026-04-08,5:00 PM,7:00 PM,Buffalo Sabres,,New York Rangers,,Scheduled
2026-04-08,5:30 PM,7:30 PM,Washington Capitals,,Toronto Maple Leafs,,Scheduled
2026-04-08,8:30 PM,10:30 PM,Edmonton Oilers,,San Jose Sharks,,Scheduled
2026-04-09,5:00 PM,7:00 PM,Columbus Blue Jackets,,Buffalo Sabres,,Scheduled
2026-04-09,5:00 PM,7:00 PM,Tampa Bay Lightning,,Montreal Canadiens,,Scheduled
2026-04-09,5:00 PM,7:00 PM,Florida Panthers,,Ottawa Senators,,Scheduled
2026-04-09,5:00 PM,7:00 PM,Philadelphia Flyers,,Detroit Red Wings,,Scheduled
2026-04-09,5:00 PM,7:00 PM,Pittsburgh Penguins,,New Jersey Devils,,Scheduled
2026-04-09,5:00 PM,7:00 PM,Toronto Maple Leafs,,New York Islanders,,Scheduled
2026-04-09,6:00 PM,8:00 PM,Winnipeg Jets,,St. Louis Blues,,Scheduled
2026-04-09,6:00 PM,8:00 PM,Minnesota Wild,,Dallas Stars,,Scheduled
2026-04-09,6:30 PM,8:30 PM,Carolina Hurricanes,,Chicago Blackhawks,,Scheduled
2026-04-09,7:00 PM,9:00 PM,Calgary Flames,,Colorado Avalanche,,Scheduled
2026-04-09,7:00 PM,9:00 PM,Nashville Predators,,Utah Mammoth,,Scheduled
2026-04-09,8:00 PM,10:00 PM,San Jose Sharks,,Anaheim Ducks,,Scheduled
2026-04-09,8:00 PM,10:00 PM,Vegas Golden Knights,,Seattle Kraken,,Scheduled
2026-04-09,8:30 PM,10:30 PM,Vancouver Canucks,,Los Angeles Kings,,Scheduled
2026-04-11,10:30 AM,12:30 PM,Tampa Bay Lightning,,Boston Bruins,,Scheduled
2026-04-11,11:00 AM,1:00 PM,Ottawa Senators,,New York Islanders,,Scheduled
2026-04-11,1:00 PM,3:00 PM,Washington Capitals,,Pittsburgh Penguins,,Scheduled
2026-04-11,2:00 PM,4:00 PM,Edmonton Oilers,,Los Angeles Kings,,Scheduled
2026-04-11,3:00 PM,5:00 PM,New Jersey Devils,,Detroit Red Wings,,Scheduled
2026-04-11,3:00 PM,5:00 PM,St. Louis Blues,,Chicago Blackhawks,,Scheduled
2026-04-11,3:00 PM,5:00 PM,Minnesota Wild,,Nashville Predators,,Scheduled
2026-04-11,3:00 PM,5:00 PM,New York Rangers,,Dallas Stars,,Scheduled
2026-04-11,3:00 PM,5:00 PM,Carolina Hurricanes,,Utah Mammoth,,Scheduled
2026-04-11,5:00 PM,7:00 PM,Florida Panthers,,Toronto Maple Leafs,,Scheduled
2026-04-11,5:00 PM,7:00 PM,Columbus Blue Jackets,,Montreal Canadiens,,Scheduled
2026-04-11,5:00 PM,7:00 PM,Philadelphia Flyers,,Winnipeg Jets,,Scheduled
2026-04-11,5:00 PM,7:00 PM,Calgary Flames,,Seattle Kraken,,Scheduled
2026-04-11,6:00 PM,8:00 PM,Vegas Golden Knights,,Colorado Avalanche,,Scheduled
2026-04-11,8:00 PM,10:00 PM,Vancouver Canucks,,San Jose Sharks,,Scheduled
2026-04-12,1:00 PM,3:00 PM,Pittsburgh Penguins,,Washington Capitals,,Scheduled
2026-04-12,4:00 PM,6:00 PM,Montreal Canadiens,,New York Islanders,,Scheduled
2026-04-12,4:00 PM,6:00 PM,Boston Bruins,,Columbus Blue Jackets,,Scheduled
2026-04-12,5:00 PM,7:00 PM,Ottawa Senators,,New Jersey Devils,,Scheduled
2026-04-12,6:00 PM,8:00 PM,Vancouver Canucks,,Anaheim Ducks,,Scheduled
2026-04-12,7:00 PM,9:00 PM,Utah Mammoth,,Calgary Flames,,Scheduled
2026-04-13,5:00 PM,7:00 PM,Detroit Red Wings,,Tampa Bay Lightning,,Scheduled
2026-04-13,5:00 PM,7:00 PM,New York Rangers,,Florida Panthers,,Scheduled
2026-04-13,5:00 PM,7:00 PM,Carolina Hurricanes,,Philadelphia Flyers,,Scheduled
2026-04-13,5:30 PM,7:30 PM,Dallas Stars,,Toronto Maple Leafs,,Scheduled
2026-04-13,6:00 PM,8:00 PM,Minnesota Wild,,St. Louis Blues,,Scheduled
2026-04-13,6:00 PM,8:00 PM,San Jose Sharks,,Nashville Predators,,Scheduled
2026-04-13,6:30 PM,8:30 PM,Buffalo Sabres,,Chicago Blackhawks,,Scheduled
2026-04-13,7:30 PM,9:30 PM,Colorado Avalanche,,Edmonton Oilers,,Scheduled
2026-04-13,8:00 PM,10:00 PM,Winnipeg Jets,,Vegas Golden Knights,,Scheduled
2026-04-13,8:00 PM,10:00 PM,Los Angeles Kings,,Seattle Kraken,,Scheduled
2026-04-14,5:00 PM,7:00 PM,New Jersey Devils,,Boston Bruins,,Scheduled
2026-04-14,5:00 PM,7:00 PM,Carolina Hurricanes,,New York Islanders,,Scheduled
2026-04-14,5:00 PM,7:00 PM,Montreal Canadiens,,Philadelphia Flyers,,Scheduled
2026-04-14,5:00 PM,7:00 PM,Washington Capitals,,Columbus Blue Jackets,,Scheduled
2026-04-14,6:00 PM,8:00 PM,Anaheim Ducks,,Minnesota Wild,,Scheduled
2026-04-14,7:00 PM,9:00 PM,Winnipeg Jets,,Utah Mammoth,,Scheduled
2026-04-14,7:00 PM,9:00 PM,Colorado Avalanche,,Calgary Flames,,Scheduled
2026-04-14,7:30 PM,9:30 PM,Pittsburgh Penguins,,St. Louis Blues,,Scheduled
2026-04-14,8:00 PM,10:00 PM,Los Angeles Kings,,Vancouver Canucks,,Scheduled
2026-04-15,5:00 PM,7:00 PM,Dallas Stars,,Buffalo Sabres,,Scheduled
2026-04-15,5:00 PM,7:00 PM,New York Rangers,,Tampa Bay Lightning,,Scheduled
2026-04-15,5:00 PM,7:00 PM,Detroit Red Wings,,Florida Panthers,,Scheduled
2026-04-15,5:30 PM,7:30 PM,Toronto Maple Leafs,,Ottawa Senators,,Scheduled
2026-04-15,6:30 PM,8:30 PM,San Jose Sharks,,Chicago Blackhawks,,Scheduled
2026-04-15,8:00 PM,10:00 PM,Seattle Kraken,,Vegas Golden Knights,,Scheduled
2026-04-16,6:00 PM,8:00 PM,Anaheim Ducks,,Nashville Predators,,Scheduled
2026-04-16,6:00 PM,8:00 PM,San Jose Sharks,,Winnipeg Jets,,Scheduled
2026-04-16,6:00 PM,8:00 PM,St. Louis Blues,,Utah Mammoth,,Scheduled
2026-04-16,7:00 PM,9:00 PM,Los Angeles Kings,,Calgary Flames,,Scheduled
2026-04-16,7:00 PM,9:00 PM,Vancouver Canucks,,Edmonton Oilers,,Scheduled
2026-04-16,8:30 PM,10:30 PM,Seattle Kraken,,Colorado Avalanche,,Scheduled
